"County","County_FIPS","County Seat","State","State_FIPS","STATEFP","COUNTYFP"
"Macomb County","99","Mt. Clemens","Michigan","26","0026","099"
"Manistee County","101","Manistee","Michigan","26","0026","101"
"Marquette County","103","Marquette","Michigan","26","0026","103"
"Mason County","105","Ludington","Michigan","26","0026","105"
"Mecosta County","107","Big Rapids","Michigan","26","0026","107"
"Menominee County","109","Menominee","Michigan","26","0026","109"
"Midland County","111","Midland","Michigan","26","0026","111"
"Missaukee County","113","Lake City","Michigan","26","0026","113"
"Monroe County","115","Monroe","Michigan","26","0026","115"
"Montcalm County","117","Stanton","Michigan","26","0026","117"
"Montmorency County","119","Atlanta","Michigan","26","0026","119"
"Muskegon County","121","Muskegon","Michigan","26","0026","121"
"Newaygo County","123","White Cloud","Michigan","26","0026","123"
"Oakland County","125","Pontiac","Michigan","26","0026","125"
"Oceana County","127","Hart","Michigan","26","0026","127"
"Ogemaw County","129","West Branch","Michigan","26","0026","129"
"Ontonagon County","131","Ontonagon","Michigan","26","0026","131"
"Osceola County","133","Reed City","Michigan","26","0026","133"
"Oscoda County","135","Mio","Michigan","26","0026","135"
"Otsego County","137","Gaylord","Michigan","26","0026","137"
"Ottawa County","139","Grand Haven","Michigan","26","0026","139"
"Presque Isle County","141","Rogers City","Michigan","26","0026","141"
"Roscommon County","143","Roscommon","Michigan","26","0026","143"
"Saginaw County","145","Saginaw","Michigan","26","0026","145"
"St. Clair County","147","Port Huron","Michigan","26","0026","147"
"St. Joseph County","149","Centreville","Michigan","26","0026","149"
"Sanilac County","151","Sandusky","Michigan","26","0026","151"
"Schoolcraft County","153","Manistique","Michigan","26","0026","153"
"Shiawassee County","155","Corunna","Michigan","26","0026","155"
"Tuscola County","157","Caro","Michigan","26","0026","157"
"Van Buren County","159","Paw Paw","Michigan","26","0026","159"
"Washtenaw County","161","Ann Arbor","Michigan","26","0026","161"
"Wayne County","163","Detroit","Michigan","26","0026","163"
"Wexford County","165","Cadillac","Michigan","26","0026","165"
"Aitkin County","1","Aitkin","Minnesota","27","0027","001"
"Anoka County","3","Anoka","Minnesota","27","0027","003"
"Becker County","5","Detroit Lakes","Minnesota","27","0027","005"
"Beltrami County","7","Bemidji","Minnesota","27","0027","007"
"Benton County","9","Foley","Minnesota","27","0027","009"
"Big Stone County","11","Ortonville","Minnesota","27","0027","011"
"Blue Earth County","13","Mankato","Minnesota","27","0027","013"
"Brown County","15","New Ulm","Minnesota","27","0027","015"
"Carlton County","17","Carlton","Minnesota","27","0027","017"
"Carver County","19","Chaska","Minnesota","27","0027","019"
"Cass County","21","Walker","Minnesota","27","0027","021"
"Chippewa County","23","Montevideo","Minnesota","27","0027","023"
"Chisago County","25","Center City","Minnesota","27","0027","025"
"Clay County","27","Moorhead","Minnesota","27","0027","027"
"Clearwater County","29","Bagley","Minnesota","27","0027","029"
"Cook County","31","Grand Marais","Minnesota","27","0027","031"
"Cottonwood County","33","Windom","Minnesota","27","0027","033"
"Crow Wing County","35","Brainerd","Minnesota","27","0027","035"
"Dakota County","37","Hastings","Minnesota","27","0027","037"
"Dodge County","39","Mantorville","Minnesota","27","0027","039"
"Douglas County","41","Alexandria","Minnesota","27","0027","041"
"Faribault County","43","Blue Earth","Minnesota","27","0027","043"
"Fillmore County","45","Preston","Minnesota","27","0027","045"
"Freeborn County","47","Albert Lea","Minnesota","27","0027","047"
"Goodhue County","49","Red Wing","Minnesota","27","0027","049"
"Grant County","51","Elbow Lake","Minnesota","27","0027","051"
"Hennepin County","53","Minneapolis","Minnesota","27","0027","053"
"Houston County","55","Caledonia","Minnesota","27","0027","055"
"Hubbard County","57","Park Rapids","Minnesota","27","0027","057"
"Isanti County","59","Cambridge","Minnesota","27","0027","059"
"Itasca County","61","Grand Rapids","Minnesota","27","0027","061"
"Jackson County","63","Jackson","Minnesota","27","0027","063"
"Kanabec County","65","Mora","Minnesota","27","0027","065"
"Kandiyohi County","67","Willmar","Minnesota","27","0027","067"
"Kittson County","69","Hallock","Minnesota","27","0027","069"
"Koochiching County","71","International Falls","Minnesota","27","0027","071"
"Lac qui Parle County","73","Madison","Minnesota","27","0027","073"
"Lake County","75","Two Harbors","Minnesota","27","0027","075"
"Lake of the Woods County","77","Baudette","Minnesota","27","0027","077"
"Le Sueur County","79","Le Center","Minnesota","27","0027","079"
"Lincoln County","81","Ivanhoe","Minnesota","27","0027","081"
"Lyon County","83","Marshall","Minnesota","27","0027","083"
"McLeod County","85","Glencoe","Minnesota","27","0027","085"
"Mahnomen County","87","Mahnomen","Minnesota","27","0027","087"
"Marshall County","89","Warren","Minnesota","27","0027","089"
"Martin County","91","Fairmont","Minnesota","27","0027","091"
"Meeker County","93","Litchfield","Minnesota","27","0027","093"
"Mille Lacs County","95","Milaca","Minnesota","27","0027","095"
"Morrison County","97","Little Falls","Minnesota","27","0027","097"
"Mower County","99","Austin","Minnesota","27","0027","099"
"Murray County","101","Slayton","Minnesota","27","0027","101"
"Nicollet County","103","St. Peter","Minnesota","27","0027","103"
"Nobles County","105","Worthington","Minnesota","27","0027","105"
"Norman County","107","Ada","Minnesota","27","0027","107"
"Olmsted County","109","Rochester","Minnesota","27","0027","109"
"Otter Tail County","111","Fergus Falls","Minnesota","27","0027","111"
"Pennington County","113","Thief River Falls","Minnesota","27","0027","113"
"Pine County","115","Pine City","Minnesota","27","0027","115"
"Pipestone County","117","Pipestone","Minnesota","27","0027","117"
"Polk County","119","Crookston","Minnesota","27","0027","119"
"Pope County","121","Glenwood","Minnesota","27","0027","121"
"Ramsey County","123","Saint Paul","Minnesota","27","0027","123"
"Red Lake County","125","Red Lake Falls","Minnesota","27","0027","125"
"Redwood County","127","Redwood Falls","Minnesota","27","0027","127"
"Renville County","129","Olivia","Minnesota","27","0027","129"
"Rice County","131","Faribault","Minnesota","27","0027","131"
"Rock County","133","Luverne","Minnesota","27","0027","133"
"Roseau County","135","Roseau","Minnesota","27","0027","135"
"Saint Louis County","137","Duluth","Minnesota","27","0027","137"
"Scott County","139","Shakopee","Minnesota","27","0027","139"
"Sherburne County","141","Elk River","Minnesota","27","0027","141"
"Sibley County","143","Gaylord","Minnesota","27","0027","143"
"Stearns County","145","St. Cloud","Minnesota","27","0027","145"
"Steele County","147","Owatonna","Minnesota","27","0027","147"
"Stevens County","149","Morris","Minnesota","27","0027","149"
"Swift County","151","Benson","Minnesota","27","0027","151"
"Todd County","153","Long Prairie","Minnesota","27","0027","153"
"Traverse County","155","Wheaton","Minnesota","27","0027","155"
"Wabasha County","157","Wabasha","Minnesota","27","0027","157"
"Wadena County","159","Wadena","Minnesota","27","0027","159"
"Waseca County","161","Waseca","Minnesota","27","0027","161"
"Washington County","163","Stillwater","Minnesota","27","0027","163"
"Watonwan County","165","St. James","Minnesota","27","0027","165"
"Wilkin County","167","Breckenridge","Minnesota","27","0027","167"
"Winona County","169","Winona","Minnesota","27","0027","169"
"Wright County","171","Buffalo","Minnesota","27","0027","171"
"Yellow Medicine County","173","Granite Falls","Minnesota","27","0027","173"
"Adams County","1","Natchez","Mississippi","28","0028","001"
"Alcorn County","3","Corinth","Mississippi","28","0028","003"
"Amite County","5","Liberty","Mississippi","28","0028","005"
"Attala County","7","Kosciusko","Mississippi","28","0028","007"
"Benton County","9","Ashland","Mississippi","28","0028","009"
"Bolivar County","11","Cleveland and Rosedale","Mississippi","28","0028","011"
"Calhoun County","13","Pittsboro","Mississippi","28","0028","013"
"Carroll County","15","Carrollton and Vaiden","Mississippi","28","0028","015"
"Chickasaw County","17","Houston and Okolona","Mississippi","28","0028","017"
"Choctaw County","19","Ackerman","Mississippi","28","0028","019"
"Claiborne County","21","Port Gibson","Mississippi","28","0028","021"
"Clarke County","23","Quitman","Mississippi","28","0028","023"
"Clay County","25","West Point","Mississippi","28","0028","025"
"Coahoma County","27","Clarksdale","Mississippi","28","0028","027"
"Copiah County","29","Hazlehurst","Mississippi","28","0028","029"
"Covington County","31","Collins","Mississippi","28","0028","031"
"DeSoto County","33","Hernando","Mississippi","28","0028","033"
"Forrest County","35","Hattiesburg","Mississippi","28","0028","035"
"Franklin County","37","Meadville","Mississippi","28","0028","037"
"George County","39","Lucedale","Mississippi","28","0028","039"
"Greene County","41","Leakesville","Mississippi","28","0028","041"
"Grenada County","43","Grenada","Mississippi","28","0028","043"
"Hancock County","45","Bay Saint Louis","Mississippi","28","0028","045"
"Harrison County","47","Gulfport and Biloxi","Mississippi","28","0028","047"
"Hinds County","49","Jackson and Raymond","Mississippi","28","0028","049"
"Holmes County","51","Lexington","Mississippi","28","0028","051"
"Humphreys County","53","Belzoni","Mississippi","28","0028","053"
"Issaquena County","55","Mayersville","Mississippi","28","0028","055"
"Itawamba County","57","Fulton","Mississippi","28","0028","057"
"Jackson County","59","Pascagoula","Mississippi","28","0028","059"
"Jasper County","61","Bay Springs and Paulding","Mississippi","28","0028","061"
"Jefferson County","63","Fayette","Mississippi","28","0028","063"
"Jefferson Davis County","65","Prentiss","Mississippi","28","0028","065"
"Jones County","67","Laurel and Ellisville","Mississippi","28","0028","067"
"Kemper County","69","De Kalb","Mississippi","28","0028","069"
"Lafayette County","71","Oxford","Mississippi","28","0028","071"
"Lamar County","73","Purvis","Mississippi","28","0028","073"
"Lauderdale County","75","Meridian","Mississippi","28","0028","075"
"Lawrence County","77","Monticello","Mississippi","28","0028","077"
"Leake County","79","Carthage","Mississippi","28","0028","079"
"Lee County","81","Tupelo","Mississippi","28","0028","081"
"Leflore County","83","Greenwood","Mississippi","28","0028","083"
"Lincoln County","85","Brookhaven","Mississippi","28","0028","085"
"Lowndes County","87","Columbus","Mississippi","28","0028","087"
"Madison County","89","Canton","Mississippi","28","0028","089"
"Marion County","91","Columbia","Mississippi","28","0028","091"
"Marshall County","93","Holly Springs","Mississippi","28","0028","093"
"Monroe County","95","Aberdeen","Mississippi","28","0028","095"
"Montgomery County","97","Winona","Mississippi","28","0028","097"
"Neshoba County","99","Philadelphia","Mississippi","28","0028","099"
"Newton County","101","Decatur","Mississippi","28","0028","101"
"Noxubee County","103","Macon","Mississippi","28","0028","103"
"Oktibbeha County","105","Starkville","Mississippi","28","0028","105"
"Panola County","107","Batesville and Sardis","Mississippi","28","0028","107"
"Pearl River County","109","Poplarville","Mississippi","28","0028","109"
"Perry County","111","New Augusta","Mississippi","28","0028","111"
"Pike County","113","Magnolia","Mississippi","28","0028","113"
"Pontotoc County","115","Pontotoc","Mississippi","28","0028","115"
"Prentiss County","117","Booneville","Mississippi","28","0028","117"
"Quitman County","119","Marks","Mississippi","28","0028","119"
"Rankin County","121","Brandon","Mississippi","28","0028","121"
"Scott County","123","Forest","Mississippi","28","0028","123"
"Sharkey County","125","Rolling Fork","Mississippi","28","0028","125"
"Simpson County","127","Mendenhall","Mississippi","28","0028","127"
"Smith County","129","Raleigh","Mississippi","28","0028","129"
"Stone County","131","Wiggins","Mississippi","28","0028","131"
"Sunflower County","133","Indianola","Mississippi","28","0028","133"
"Tallahatchie County","135","Charleston and Sumner","Mississippi","28","0028","135"
"Tate County","137","Senatobia","Mississippi","28","0028","137"
"Tippah County","139","Ripley","Mississippi","28","0028","139"
"Tishomingo County","141","Iuka","Mississippi","28","0028","141"
"Tunica County","143","Tunica","Mississippi","28","0028","143"
"Union County","145","New Albany","Mississippi","28","0028","145"
"Walthall County","147","Tylertown","Mississippi","28","0028","147"
"Warren County","149","Vicksburg","Mississippi","28","0028","149"
"Washington County","151","Greenville","Mississippi","28","0028","151"
"Wayne County","153","Waynesboro","Mississippi","28","0028","153"
"Webster County","155","Walthall","Mississippi","28","0028","155"
"Wilkinson County","157","Woodville","Mississippi","28","0028","157"
"Winston County","159","Louisville","Mississippi","28","0028","159"
"Yalobusha County","161","Water Valley and Coffeeville","Mississippi","28","0028","161"
"Yazoo County","163","Yazoo City","Mississippi","28","0028","163"
"Adair County","1","Kirksville","Missouri","29","0029","001"
"Andrew County","3","Savannah","Missouri","29","0029","003"
"Atchison County","5","Rock Port","Missouri","29","0029","005"
"Audrain County","7","Mexico","Missouri","29","0029","007"
"Barry County","9","Cassville","Missouri","29","0029","009"
"Barton County","11","Lamar","Missouri","29","0029","011"
"Bates County","13","Butler","Missouri","29","0029","013"
"Benton County","15","Warsaw","Missouri","29","0029","015"
"Bollinger County","17","Marble Hill","Missouri","29","0029","017"
"Boone County","19","Columbia","Missouri","29","0029","019"
"Buchanan County","21","Saint Joseph","Missouri","29","0029","021"
"Butler County","23","Poplar Bluff","Missouri","29","0029","023"
"Caldwell County","25","Kingston","Missouri","29","0029","025"
"Callaway County","27","Fulton","Missouri","29","0029","027"
"Camden County","29","Camdenton","Missouri","29","0029","029"
"Cape Girardeau County","31","Jackson","Missouri","29","0029","031"
"Carroll County","33","Carrollton","Missouri","29","0029","033"
"Carter County","35","Van Buren","Missouri","29","0029","035"
"Cass County","37","Harrisonville","Missouri","29","0029","037"
"Cedar County","39","Stockton","Missouri","29","0029","039"
"Chariton County","41","Keytesville","Missouri","29","0029","041"
"Christian County","43","Ozark","Missouri","29","0029","043"
